PG.ProteinAccessions,PG.Genes,[1] HF_RCF20200718_52ITDR_0nM_1.raw.PG.Quantity,[2] HF_RCF20200718_52ITDR_0nM_2.raw.PG.Quantity,[3] HF_RCF20200718_52ITDR_0nM_3.raw.PG.Quantity,[4] HF_RCF20200718_52ITDR_0nM_4.raw.PG.Quantity,[5] HF_RCF20200718_52ITDR_0nM_5.raw.PG.Quantity,[6] HF_RCF20200718_52ITDR_2nM_1.raw.PG.Quantity,[7] HF_RCF20200718_52ITDR_2nM_2.raw.PG.Quantity,[8] HF_RCF20200718_52ITDR_2nM_3.raw.PG.Quantity,[9] HF_RCF20200718_52ITDR_2nM_4.raw.PG.Quantity,[10] HF_RCF20200718_52ITDR_2nM_5.raw.PG.Quantity,[11] HF_RCF20200718_52ITDR_20uM_1.raw.PG.Quantity,[12] HF_RCF20200718_52ITDR_20uM_2.raw.PG.Quantity,[13] HF_RCF20200718_52ITDR_20uM_3.raw.PG.Quantity,[14] HF_RCF20200718_52ITDR_20uM_4.raw.PG.Quantity,[15] HF_RCF20200718_52ITDR_20uM_5.raw.PG.Quantity,[16] HF_RCF20200718_52ITDR_40nM_1.raw.PG.Quantity,[17] HF_RCF20200718_52ITDR_40nM_2.raw.PG.Quantity,[18] HF_RCF20200718_52ITDR_40nM_3.raw.PG.Quantity,[19] HF_RCF20200718_52ITDR_40nM_4.raw.PG.Quantity,[20] HF_RCF20200718_52ITDR_40nM_5.raw.PG.Quantity,[21] HF_RCF20200718_52ITDR_800nM_1.raw.PG.Quantity,[22] HF_RCF20200718_52ITDR_800nM_2.raw.PG.Quantity,[23] HF_RCF20200718_52ITDR_800nM_3.raw.PG.Quantity,[24] HF_RCF20200718_52ITDR_800nM_4.raw.PG.Quantity,[25] HF_RCF20200718_52ITDR_800nM_5.raw.PG.Quantity
Q9BW71,HIRIP3,82867.75781,103321.2422,80678.14063,90495.84375,80268.20313,98367.49219,85076.125,90742.36719,81030.96875,95925.88281,93940.78906,81894.63281,99417.91406,89843.78906,53658.36719,81497.04688,94919.82813,108254.9141,103811.5859,94122.90625,98181.20313,96902.24219,80879.1875,83386.90625,100080.5859
Q9BW85,CCDC94,71850.46875,63549.82422,65906.65625,55454.5625,67485.64063,72913.94531,68204.17969,71485.48438,71668.21094,76257.25,75010.97656,69586.60156,70953.85156,76812.46875,69928.01563,77540.36719,72081.11719,62696.40234,74134.20313,76595.80469,71344.42969,68318.875,64774.59766,69373.88281,73269.60156
Q9BW91,NUDT9,156726.0625,165059.2969,171098.5313,169479.1406,170852.8594,167369.8594,171544.0156,172123.2969,166860.8125,182340.9375,152957.9844,147907.9375,166812.8438,171001.9375,167656.5,156082.0938,161571.0156,166755.7813,170422.5625,171120.125,164341.6875,192718.4688,162608.2188,171146.9531,177479.4375
Q9BW92,TARS2,35669.80859,21648.21094,23096.61914,25280.19727,22863.23828,19191.70313,24065.78711,19867.79102,21722.20703,23663.88477,26235.44531,28842.13281,22749.76953,23479.38672,23441.25195,31363.50195,27377.06055,22913.8125,23649.45313,22903.81445,22831.78711,36122.96094,28890.17188,20438.58203,27606.70117
Q9BWD1,ACAT2,1159418.75,1009350.625,1165431.875,1047268.938,1250435.375,1170574.75,1192779.125,1088141,1225846.25,1270662.875,1150261.875,1081515.625,1011071.438,1204746.5,1266279.5,999966.8125,906100.25,1037927.125,1170727.125,1346274.75,1100872.25,1206629.5,1040627.188,1185588,1313944.875
Q9BWE0,REPIN1,12606.05078,14566.17578,14306.05273,13912.04785,13138.9248,14457.14648,13825.23242,14466.39941,13789.98633,16375.62207,17079.70313,13870.23145,18786.39453,19542.71484,18952.90234,15583.00488,19808.07227,17730.4707,20852.71484,17978.11328,17968.33008,20245.21094,18918.91602,15968.84668,17431.2168
Q9BWF3,RBM4,603154.4375,593039.1875,600406.4375,635838.4375,608701.0625,608577.3125,592953.875,593594,588621.1875,600885.25,567697.25,573204.9375,549535.6875,545360.8125,585542,609750.875,583295.5625,586934.3125,589219.5,607639.0625,602321,718539.0625,667982.5625,593580.9375,626103.5
Q9BWG4,SSBP4,146042.4219,79493.55469,38893.65234,77177.10156,42854.5,42843.66016,43464.375,38982.94531,41831.09375,87753.29688,39005.39844,38884.49609,43813.22656,41891.57422,43866.50781,36217.43359,72340.45313,41958.37891,45330.14453,85848.04688,40119.21094,42782.19922,39922.35156,42954.26172,41996.35156
Q9BWH6,RPAP1,126826.3672,125364.4063,74517.82031,140455.3906,131213.625,97547.625,111441.2578,111494.0703,104616.8125,112894.8281,114458.7891,126866.1328,95974.48438,131436.75,72678.57031,135500.0313,94924.03906,116366.5625,135484.625,121999.8906,112517.7891,84843.21094,94687.67188,128825.625,109545.4141
Q9BWJ5,SF3B5,226046.1563,214266.3594,226056.1094,237290.8281,231177.8281,234283.6563,232584.5313,233327.8594,224987.625,241382.4844,237756.4531,222372.9531,228955.4531,217350.9844,240216.2813,214859.4375,224503.2969,215940.2344,228028.9219,241454.3125,213117.625,275304.5938,246806.1875,212308.3594,252085.3281
Q9BWP8,COLEC11,6825.543457,5813.862793,8263.082031,8216.575195,7262.414063,5491.847168,6903.571777,5770.037598,7749.361328,7384.475098,5717.506348,7431.477539,5048.679199,7652.43457,7357.55127,6553.290527,6158.618164,5432.187988,6450.967773,6611.258789,6197.711914,7719.5625,7823.854004,6524.532227,9154.802734
Q9BWS9,CHID1,19472.32617,20508.63086,22814.25781,21343.37109,23151.11914,22589.20898,21610.88477,20432.80664,22012.92578,23441.07813,21848.95117,23218.42578,22520.87891,28412.74805,21150.75977,23629.63477,21662.39453,27137.51758,20067.52148,27266.69531,25996.76172,16169.1543,20382.20313,19911.48242,25783.98242
Q9BWT3,PAPOLG,15536.71875,17201.89844,17223.93359,16986.71484,11087.44824,11481.23633,17721.83789,13670.63867,11754.90039,16929.79688,11195.74609,12552.39453,12141.70313,16478.92578,11130.65137,17629.20313,11803.42383,13230.18066,8765.825195,12125.85938,11340.25,16973.99414,6388.108398,18498.68359,17593.91406
Q9BWT6,MND1,15120.77734,16504.62109,15675.24316,14472.9375,14128.64453,17113.25391,17038.33008,17167.73438,16723.89844,18222.45703,12977.76758,14846.93848,17820.95508,17572.84766,14201.06641,15947.52051,16673.36328,16866.99219,15825.48535,17097.52734,14352.27051,14269.73047,15410.0332,16362.20898,15342.09961
Q9BWU0,SLC4A1AP,194466.0313,179460.3438,197672.7344,198346.6094,196420.8438,187637.9844,189321.9375,194224.1719,189783.0469,191654.5938,194620.0469,195810.1719,178236.8906,190618.2344,192463.5156,192961.7969,191982.7188,187058.3281,194258.6094,193675.7188,194145.7813,216767.9375,204336.7813,193024.2656,214734.9531
Q9BWW4,SSBP3,97657.28906,51142.45703,50959.14063,54412.44922,56848.47656,59220.21094,53193.35938,50189.66797,52678.27344,58580.55078,46957.69531,47132.39844,90014.70313,55001.10938,52468.71875,45817.03906,52602.63672,45533.40625,51010.52344,57442.88672,51093.15625,91487.3125,87309.39063,46236.04297,97254.23438
Q9BX10,GTPBP2,12895.46289,16757.48242,13538.35352,19444.97656,13892.93945,14998.74609,16634.83789,13775.24414,13045.08691,15764.65039,16757.33594,17370.76172,11694.32617,13868.4248,17300.26953,18228.88281,19532.63672,14721.22461,13253.34375,15660.20313,15732.50098,15802.58203,16966.24219,13507.61133,21056.50391
Q9BX40,LSM14B,39754.10547,41962.22656,47985.39063,42406.14063,41937.3125,36265.66406,43005.54688,37872.55078,38086.35547,43359.25781,41001.71094,41215.56641,36505.58984,39218.53906,40480.53516,40631.20703,35049.10156,39791.73438,42541.09375,40914.10547,41774.41406,42945.85938,48490.65234,40018.96094,42385.38281
Q9BX66,SORBS1,65590.32031,68750.16406,66096.25,64982.79297,61974.90234,68030.9375,66357.61719,65381.18359,65640.91406,71959.86719,72676.98438,68921.50781,71640.99219,64349.1875,59562.86328,66002.27344,66724.96094,62463.78516,65636.57031,72554.5,73400.60156,65707.90625,58401.83594,68524.42969,69316.92969
Q9BX68,HINT2,116798.7969,130756.9531,120182.6563,118358.8594,121551.8047,117903.3203,108175.0781,118240.75,121316.3594,123258.5547,109373.5469,113166.6094,126536.7422,121492.5859,112918.7656,108287.1797,124056.4688,134095.6875,132890.7031,113887.6641,115354.6484,138790.0781,131398.4375,134684.0938,112735.75
Q9BXB4,OSBPL11,38469.00781,31336.44922,36076.35938,34309.14844,33590.04297,27720.35742,40069.70313,37557.87109,33940.33203,35441.32031,35141.00781,35494.02344,34858.03125,30294.36523,37639.98828,36464.15234,33600.64453,32054.39258,34396.77344,36832.30469,36067.92969,38740.17188,40833.25781,36055.35547,41825.40234
Q9BXF6,RAB11FIP5,9517.060547,14467.42969,12470.58301,10268.61328,18326.0918,17168.39648,12601.31445,17196.20703,13833.54785,13737.84863,18887.78125,11186.78711,13796.43164,16941.53125,15416.92969,11285.81055,15927.91406,11933.76953,16953.30078,20696.94922,20454.48438,6847.55957,5226.444824,13320.80859,11762.29688
Q9BXJ9,NAA15,1118972.25,1094190.375,1100799.375,1187872.25,1135614.75,1122013,1132881.5,1138533.875,1083751,1154886,1068917.375,1065716,1064398,1042753.438,1157103.5,1082099,1103729.25,1072735.625,1096811.375,1136397,1064139.25,1358375.25,1255716.5,1082911.125,1118241.625
Q9BXK5,BCL2L13,95993.74219,87312.85938,88167.71875,97658.75,106123.4453,103748.9531,101156.1484,102727.3359,98120.32813,110706.0391,84405.95313,87969.5625,99321.53906,109149.0313,109347.5938,90869.76563,86567.09375,89493.92188,102047.1797,101477.875,78742.21094,91311.92188,89700.03906,101052.4453,92791.98438
Q9BXL5,HEMGN,746837.9375,683005.4375,660675.9375,656123.75,686962.125,700735.4375,719619.125,684338.25,680664.8125,712400.9375,686304.3125,633527,671121.25,717866.75,646204.5625,629199.375,644798.75,668558.5,685845.1875,673537.4375,652987,748520.75,674131.5,676863.0625,694717.125
Q9BXL7,CARD11,32292.11719,37819.23828,37972.11719,40559.71875,34817,32416.48438,37172.05469,29131.29688,31816.25,37298.01563,36968.21484,35883.78906,40764.35938,39674.12891,49387.43359,42787.50391,39997.10938,42792.62109,34210.125,30468.35938,35297.125,46975.13281,42310.92969,45449.61328,44550.11719
Q9BXP5,SRRT,249189.9219,352340.625,237105.3281,279098.6563,327824.875,312170.0938,356356.625,355456.4688,249269.125,318007.7813,203796.6563,315827.0625,313887.3438,322829.4688,253857.4219,280583.625,251005.3594,236990.5156,324710.75,324549.6563,331663.5,259367.2344,389646.9063,325844.4688,261534.6875
Q9BXR0,QTRT1,298308.1875,306463.1563,289704.875,295888.4063,284888.4375,291942.25,284409.4375,289385.25,291425.3438,315732.7813,276581.125,283926.75,291004.5625,294609.6563,295132.0938,263887.3438,285656.9375,295035.625,311959.875,297592.0938,288767.9063,326367.25,301992.3125,315691.375,320995.4375
Q9BXS5,AP1M1,578025.375,604460.0625,610927.4375,633198.375,613451,638064.125,578931.625,621672.1875,639297.3125,664657.9375,554694.75,591931.1875,586489.5,609101.9375,632685.6875,622918.4375,598204,622133.125,620663.125,648863.8125,604400.625,704384.3125,681367,602926.1875,615406
Q9BXS6,NUSAP1,29907.57227,30299.40039,30870.81445,28264.68555,31594.91602,31411.85547,29663.1875,29279.87109,30434.35156,28339.43555,30984.74414,28959.75195,31930.06641,30741.68555,29832.48633,29610.8457,29102.45508,30811.92578,32688.5957,33171.11719,29080.23438,24413.81445,25542.92969,31488.13867,29578.83008
Q9BXT2,CACNG6,341335.9375,339695.125,350338.0313,388912.625,327198.1563,326630.5938,360564.2188,347784.25,355532,355460.2813,333634.8125,346565.75,321913.375,353600.25,380330.4375,394654,342049.75,336137.4063,343831.9375,336587.4063,337704.5938,437879.125,426509.7813,333280.5,376467.2813
Q9BXV9,GON7,179549.0625,183383,190423.3594,147133.6094,188175.875,170845.0156,165365.9063,161764,174052.125,168511.2813,203884.6094,183351.1875,179456.8438,186387.6406,222956.6719,165240.25,190403.2344,202237.4375,187114.1406,164290.0781,195219.1563,140069.6719,134399.6719,182422.3125,177639.6406
Q9BXW7,HDHD5,38731.19531,31952.29297,32517.55664,31968.99414,27552.55859,29223.88281,34976.44922,33227.85156,32629.59375,29811.00391,36165.76563,40328.03516,27518.16992,38402.00781,38669.63672,43275.65625,37856.55078,31719.07031,29357.51563,32436.33008,35919.37109,26508.43359,30741.60742,27416.81641,31666.95313
Q9BXW9,FANCD2,40600.77734,40362.89063,39301.92969,31687.42383,37079.53906,27940.95117,41330.95313,25818.9082,36733.3125,31758.23438,35144.32031,48649.43359,40169.28906,31285.40039,34263.09375,29917.4082,23108.2207,47170.25,44085.72266,21219.08008,27035.14453,33325.86328,32720.77734,28533.75781,27285.61719
Q9BXY0,MAK16,24288.30859,26308.91797,28334.67188,27550.81445,33174.87109,15503.17285,35818.03906,28320.04102,22998.30664,26960.99414,28229.13281,22080.28711,28429.4043,31315.96484,35180.94531,30813.83984,18972.26563,24266.18945,31500.07617,28415.28906,28997.28516,25685.61523,35133.21484,29536.0918,42308.22656
Q9BY32,ITPA,463006.2188,503656.0938,494186.3438,430110.0313,465007.5938,455759.0625,452788.6875,485252.0625,463784.1875,500607.875,470033.7813,440167.375,467959,470108.6875,432706.4688,418709.375,473216.1875,477403.375,497562.3438,452015.1875,491070.0938,394225.4688,380304.5,496704.2188,464072.0313
Q9BY42,RTFDC1,18299.6875,18638.93164,19395.86523,18196.22656,19415.27344,18848.82813,20702.44727,18395.50391,19863.26367,15256.88379,19934.875,17149.47266,18287.84375,20425.00195,15539.33496,19643.23438,18905.63867,21383.95898,16162.72656,18628.35742,20695.78516,13761.41602,16995.57031,20175.52344,18616.15234
Q9BY43,CHMP4A,265711.75,289140.9063,272633.6563,264141,287969.875,289119.25,281316.75,280806.0625,287997.0938,278298.2188,264087.3125,252025.6719,267518.7188,284938,275471.4063,257325.0156,278904.2188,289490.6875,288492.2813,286427.75,297688.6875,255104.8125,244453.2344,288800.9688,276335.9063
Q9BY44,EIF2A,357993.1875,336707.8125,379338.8438,391693.25,366565.5625,373321.0938,391505.6875,369412.625,379434.6875,371738.5,318218.5,310772.9688,320513.8438,363913.5313,363761.2188,372747.9375,360866.375,354770.375,362445.3438,359330.4375,341338.25,420368.0938,379354.0938,350359.9688,331478.625
Q9BY77,POLDIP3,123144.9688,121195.8281,120677.8438,110475.0547,121510.2891,125698.0703,121738.5469,122534.5938,125520.3125,133536.1563,112488.6172,119148.0156,121500.3203,121406.6172,128222.9688,107240.6563,122437.9688,117555.8828,122254.8984,119260.5703,119774.7266,124587.4375,117776.7031,121716.7656,124535.5859
Q9BYB4,GNB1L,757307.3125,711751.9375,799006.375,777640.0625,771469.875,801448.125,729624,742490.125,695991,774976.875,724172.4375,731242.125,774334.4375,711737.8125,748545.25,704910.25,763824,772706.25,779594.4375,769744.9375,728612.5,966434.5625,792745.875,802497.125,802553.125
Q9BYD3,MRPL4,7293.209961,9380.275391,11173.76855,8672.169922,7578.942871,7176.467773,5942.018066,8005.116211,8113.084961,8346.672852,2463.752441,4630.589844,6764.223633,8415.467773,7061.877441,8454.352539,8094.263184,7039.092285,8564.767578,7330.169922,7202.945313,2981.886963,7090.670898,9690.764648,6493.316895
Q9BYD6,MRPL1,6478.474121,7101.216797,11789.67773,7755.713379,8532.390625,3438.112793,9182.650391,6818.530273,6533.637695,7578.908691,7849.598633,9374.668945,7189.814941,9796.933594,6056.779785,6097.797363,8287.40918,6329.265137,10093.96973,13906.87891,12264.85742,6589.287109,Filtered,7563.022461,4768.109375
Q9BYG3,NIFK,57368.03906,55012.30469,56310.87109,54856.11328,53954.51953,51090.91797,62172.20703,61085.61719,58728.72656,60024.55859,57282.20313,61876.46484,54172.41406,56644.57422,65101.26563,71361.72656,54551.58984,53300.39453,52752.98047,50691.90625,55463.27344,51442.72266,52900.82422,53787.09766,58686.78516
Q9BYG5,PARD6B,71530.92188,66967.35938,67156.64063,75869,76086.25,66928.5625,75909.83594,74575.35156,72936.96875,66320.64063,70847.96094,75986.49219,77324.07813,88943.77344,69243.9375,77700.70313,72340.21094,72875.60938,67353.27344,56114.76563,75017.82031,73266.51563,80327.74219,69120.17969,71302.66406
Q9BYJ9,YTHDF1,54112.42188,54786.85156,54113.25391,54528.80078,52548.125,61366.98828,60537.46484,57042.74219,56148.68359,46874.85938,52338.76953,46060.76563,52120.85547,46549.09375,64021.36719,47867.44141,45935.63281,47068.85156,55158.30078,51187.96875,51118.70313,52718.29688,54157.53906,52337.64063,63686.33984
Q9BYN0,SRXN1,14766.26367,15499.33984,11772.52539,15098.84766,8540.460938,14869.87305,10566.98926,10084.92871,9148.929688,6644.754883,5088.498535,7564.975586,11129.40723,7463.770508,8404.460938,9259.782227,12810.88379,13949.54395,9141.679688,7765.617676,11699.57813,17317.84961,15592.4502,12644.68262,8348.798828
Q9BYN8,MRPS26,6839.985352,7988.054688,5667.515137,11568.64063,5027.10791,8416.09375,11640.62988,5687.60498,10508.57813,5573.54834,5623.275879,7681.052734,8240.091797,6902.795898,7150.979492,6805.352539,10075.43848,8332.542969,5357.175781,4715.88916,8948.931641,10678.91211,13816.16406,6799.235352,6746.169434
Q9BYT8,NLN,312603.25,340250.4688,353439.375,338634.7188,337417.25,343852.7813,335046.4375,349169.1563,340943.2813,361489.2188,336148.875,329334.9063,330062.2813,340746.2813,339019.5,326544.3125,337903.2188,350284.7188,352021.0313,355466.4063,348028.3125,360539.875,329535.125,353714.5313,340727.3438
Q9BYW2,SETD2,19652.75,21596.58203,21543.24609,18961.15625,21104.95313,21588.07227,23094.81836,20879.95508,22976.11914,21283.10742,20535.98633,20473.26367,21867.63477,24620.68945,22779.62305,20811.47461,23031.9707,22725.52734,21750.95703,24723.56641,23150.8457,19018.85352,18531.38086,21475.67773,22131.95703
Q9BZ29,DOCK9,11482.85352,13769.82324,15917.07422,15215.0957,15197.89355,14033.51367,15660.31641,16257.30078,13008.4668,15145.22266,12147.3916,12653.43945,14041.66797,15939.13672,15801.40723,17702.35547,15427.12305,15115.625,12369.5332,14945.65234,13684.02637,14342.48633,16436.12109,15878.29492,15747.84473
Q9BZ95,NSD3,6130.833496,5737.34375,5906.419922,5244.436035,6437.893066,6235.113281,6642.498535,7027.473633,7574.550293,7825.975586,7774.570313,6545.378418,5138.123047,7838.708008,7258.588379,5608.882813,6160.214355,5946.298828,6566.766602,6871.022949,8886.019531,4261.955566,4919.102539,6741.009277,6143.945313
Q9BZD4,NUF2,42587.11719,48091.69141,48402.90625,52963.06641,47299.71484,38523.33984,55216.34766,48798.92188,53920.89063,48866.66016,40378.59375,44523.33203,45928.06641,47173.39844,51757.95703,55224.24609,53331.55078,47809.79297,45811.29688,48706.6875,52192.09375,39643.82422,47429.61719,45911.02734,49558.5625
Q9BZE2,PUS3,13752.56152,13588.32031,11951.69824,12251.94824,8537.722656,8951.013672,10494.08887,10185.61523,11246.75098,6282.947266,11220.19824,7797.885742,6436.807617,6183.13623,4691.972168,13502.00684,10047.40039,10619.99414,7223.958496,9376.938477,8876.066406,3094.893799,9523.828125,5028.016113,1764.032227
Q9BZE4,GTPBP4,128418.0938,139368.3125,148158.5625,173980.3281,126521.9375,135010.1875,148651.1719,141694.4219,146569.5469,145184.3906,148449.5156,158798.3281,143015.3906,150119.9688,167993.375,184735.5156,157495.5,156846.7031,138246.4688,136339.5313,149456.75,156605.25,183162.7969,144831.9844,163650.9844
Q9BZE9,ASPSCR1,126582.7813,149806.2656,137888.9688,148711.9531,136857.3438,139517.7656,145528.3125,139281.1406,121107.7188,137604.4375,127372.3672,125196.2266,138881.8438,132028.2188,122530.875,139601.0781,144184.4063,158762.8281,151146.6719,134890.7813,133990.4219,162114.9688,158121.7656,132499.9375,120814.125
Q9BZF1,OSBPL8,26152.28516,23078.29492,23870.17383,23371.42773,26603.29102,28435.54492,23969.63672,25790.74414,26560.28125,28832.61914,9855.353516,22581.68359,26925.9668,24849.4375,22332.6875,19954.65625,23602.89648,22986.47266,24552.72852,25534.43359,25603.97461,16390.09375,16955.66406,26118.39844,31404.4082
Q9BZF3,OSBPL6,18792.77344,18291.20898,18899.77734,19749.33594,17852.33789,16039.47266,17463.875,18146.45703,15535.85449,17516.60742,24049.69141,19335.31641,19515.81445,18456.40234,22402.92188,22726.59375,18923.32617,16401.05664,14709.68457,13805.34277,16240.74121,21993.88867,21477.24609,15496.63867,16096.97949
Q9BZG8,DPH1,99212.60938,102233.4453,106503.7109,94573.67969,102604.0156,103368.6875,98849.04688,103110.0469,96544.42969,105399.7188,101922.8672,100956,97590.42969,94859.41406,100864.6016,98864.64063,95320.79688,82664.8125,97361.14844,96154.60938,104573.6563,93748.14844,80583.00781,95693.47656,101205.0313
Q9BZH6,WDR11,33205.23047,35398.95313,41192.92188,40385.01172,37301.64453,38358.24219,42287.35547,39302.75781,42400.16797,39474.80469,35448.20313,38756.67578,34674.66016,40446.05078,39804.84375,37892.58594,39476.89844,36448.68359,37338.46094,42845.96875,36039.53906,30824.06836,37850.96094,38520.69141,46698.89844
Q9BZI7,UPF3B,86460.49219,90594.99219,91041.08594,98560.07031,91397.1875,88830.14844,87235.88281,88274.09375,89872.41406,93675.95313,90798.5,93784.60156,89504.17969,87083.42188,92171.04688,93372.72656,90469.34375,90770.92188,95905.72656,88391.02344,90735.98438,110455.3984,103179.7031,88333.89063,96029.0625
Q9BZJ0,CRNKL1,29890.83984,31663.94727,24818.75195,29391.06836,27206.35742,26768.66406,28547.9082,26809.96875,28637.8457,25918.08789,31257.64648,32543.76758,29625.03711,30150.76953,29849.75195,39403.83984,34760.35156,25941.05664,25202.71484,27547.32617,30801.37695,27905.01953,30337.13281,25066.03906,27858.54688
Q9BZK3,NACAP1,4056181.25,3975767,4084851.75,3994549.5,4131274,4267562,3935485.25,3985626,3985169.75,4256395,4176122.25,3909362.75,4093396.25,4145920,4165413.75,3729027,3943215.25,4023588.5,4149425.5,4182227.25,4183475.25,4269251,3855320,4248113.5,4229544.5
Q9BZK7,TBL1XR1,193737.6094,187033.125,198211.7656,165061.7188,195997.3125,198082.7969,187927.7031,185893.5469,179279.7813,185888.4531,186413.2969,183717.2969,175548.3281,180602.9219,183238.8281,156739.9375,173229.25,178415.4844,183732.0938,190882.8438,182502.7031,159241.7656,160409.4688,208165.5313,208002.5938
Q9BZL1,UBL5,114797.7578,227202.625,218078.7344,245726.7813,223098.3438,221512.75,226057.8281,240972.8438,222219.8281,220727.5938,229767.7813,224946.2969,239806.7344,240820.5469,253158.2031,201561.5,241416.4531,236896.1875,219848.9531,253036.6719,244986.9531,278661.1875,194037.9531,226656.9531,217080.1094
Q9BZL4,PPP1R12C,18654.07031,21339.55469,19130.67969,20208.75,20470.16406,22153.81641,21377.58789,19029.89063,20384.32617,19230.83984,22038.57422,17995.62305,18352.38672,21222.88477,21201.10352,19390.00195,18390.61914,18624.47266,22196.00391,22644.94922,20222.52344,17974.75586,18055.97656,21406.26367,19333.86719
Q9BZM1,PLA2G12A,12635.05566,11634.64746,12580.08887,11118.03516,11521.56445,11470.2168,11882.50098,10996.29785,11748.36719,12506.48242,8797.945313,5814.23291,10227.33008,12582.48438,13083.02734,11538.22266,11185.45313,11069.86426,12753.23828,11222.23047,12681.34082,7837.87793,7437.15918,12991.23047,11818.89063
Q9BZV1,UBXN6,17662.35156,19714.95117,19506.10352,17217.125,19310.9375,14928.17969,14538.20508,20826.93164,18924.94336,17098.95313,13806.89063,16392.23047,18200.70313,17991.53906,23456.46875,21059.64063,16728.16797,19304.67383,18179.55469,13107.54492,20532.7793,16658.43945,18431.49414,17468.77539,20136.90625
Q9BZX2,UCK2,174517.9375,182291.3438,175965,203415.5,167757.3281,156850.9219,183335.9063,174635.625,173773.25,169643.4063,165794.5,174648.0938,170507,177729.8438,189086.3281,206469.875,176173.9688,174519.9688,172463.5625,171882.125,171133.4531,217649.5,218771.5156,167381.6875,177011.5625
Q9BZZ5,API5,961491.875,946934.375,945488.5,952627.5,944890.625,984030.375,943766.9375,960151.9375,913918.3125,971693.375,878272,894571.5625,865008.4375,937245.25,938740.1875,868039.125,903676.1875,918027.75,953684.375,964002.75,918348.8125,981702.625,960538.4375,988355.8125,995523.0625
Q9C005,DPY30,584079.25,481245.875,520171.25,507369.1563,561623.8125,612923.625,542907.25,543952.25,551302.1875,581428.625,609622.75,468310.75,501927.75,534382.4375,579745.6875,517619.5,466570.5938,485235.7813,504327.75,600920.125,486166.6875,512802.9063,453013.0625,508666.75,689691.5
Q9C010,PKIB,2704.79248,3364.381348,3258.255859,2897.783691,3975.274658,3798.180664,3898.395996,3159.300537,4207.699707,3851.226563,4077.280762,3978.831543,3546.117188,4427.168945,3063.529053,3381.091064,3216.310547,4317.117676,3621.692383,4145.211914,4570.708984,1589.458618,2325.518066,4379.124023,3784.565918
Q9C035,TRIM5,17974.43555,9721.286133,16693.25195,23545.10547,15989.08984,14647.15039,20833.06836,14481.60645,9836.253906,18145.22461,20887.66797,21117.63867,19600.84375,14843.56641,20076.83398,20529.21875,16038.76172,16338.51563,16391.58203,16690.32813,21257.58203,23168.51172,15232.36426,17382.61523,18742.38281
Q9C073,FAM117A,23423.68555,27666.68164,27814.10156,22784.93359,28974.57422,29274.47461,27624.66602,24756.32422,25258.00781,26123.38281,21457.85352,27766.19922,25991.375,26286.51563,26202.39453,26182.44922,30883.61133,27918.11523,26119.14648,29251.75,30318.55664,22946.25781,25873.13867,26244.44727,28430.08594
Q9C0A6,SETD5,1185.490601,912.8118896,761.3133545,488.0480042,1143.736694,726.3358765,999.446106,1041.541504,1008.856689,831.6975708,1221.70752,1042.484375,1038.219482,1077.529541,901.5419922,971.7808228,1018.928101,854.3049316,652.7371826,847.031189,872.1011353,535.5597534,708.7492676,1101.668701,1018.140564
Q9C0B0,UNK,28475.77344,24165.99414,30033.16797,32124.16797,31523.16211,31534.09961,27525.90039,27863.2168,26173.00781,28396.98633,30809.85938,23304.71875,27120.13281,28789.92773,25283.98438,29312.17188,26473.89453,23119.53125,26401.42578,29126.80273,23424.69727,24448.45703,27905.91797,28333.64844,16687.89648
Q9C0B1,FTO,502652.5313,677432.375,619717.9375,925276.125,1022121.75,698930.0625,832798.5625,1061059.5,831652.6875,1209637.75,1185305.75,1238730.125,1229605.5,1298277.75,1318969.75,580054.0625,642894,952252.1875,1187643.625,1165054.375,1038432.125,1576259.75,1313824,1172111.75,1198018.875
Q9C0B5,ZDHHC5,24095.37305,24047.17969,25113.64844,20506.20703,25675.53516,23119.70117,20888.17773,22599.54688,22977.62109,23963.83789,21485.08203,24277.87891,23097.30664,21692.58008,21750.83984,21260.17969,23285.33984,25044.48633,22844.26172,23558.37109,23132.2207,20778.26367,20866.22656,24956.47266,25396.26563
Q9C0B7,TANGO6,16833.72266,15894.42578,17344.66992,18046.75977,16685.27148,17690.875,18526.07813,17879.10352,14157.15234,16379.92188,13754.18555,12791.44629,15269.66406,16545.27344,17760.09375,19405.77344,16718.43359,16257.50391,16109.24316,15453.99805,16623.8125,17574.59961,19020.48242,15601.73047,17028.67773
Q9C0C2,TNKS1BP1,203093.75,206701.1094,208552.0469,203439.0156,210381.7813,217605.7031,209394.2656,219425.8281,202921.75,226349.0469,201646.4063,184825.7344,213890.2969,210683.2813,211887.75,181951.3594,196544.5313,207570.625,216885.9531,218276.4844,204981.5313,248530.6563,217774.5313,228138.1406,227445.2188
Q9C0C7,AMBRA1,2891.773193,2995.891357,3043.816895,2355.994629,2989.696289,3029.908203,2852.718018,2425.388184,2538.987305,3123.159668,3599.508057,3085.330811,2987.086182,3259.915527,2964.773193,3325.692627,2925.73877,3300.518311,2572.347168,3248.460449,3495.043701,1484.268066,2419.931641,3433.818848,3347.312012
